MapDate,UrbanArea,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20211214,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,2
20211207,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,2
20211130,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,2
20211123,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,2
20211116,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,2
20211109,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,2
20211102,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,2
20211026,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,2
20211019,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,2
20211012,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,2
20211005,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,2
20210928,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,2
20210921,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,2
20210914,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,2
20210907,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,2
20210831,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,2
20210824,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,2
20210817,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,2
20210810,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,2
20210803,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,2
20210727,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,2
20210720,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,2
20210713,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,2
20210706,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,2
20210629,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,2
20210622,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,2
20210615,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,2
20210608,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,2
20210601,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,2
20210525,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,2
20210518,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,2
20210511,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,2
20210504,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,2
20210427,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,2
20210420,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,2
20210413,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,2
20210406,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,2
20210330,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,2
20210323,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,2
20210316,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,2
20210309,"Abbeville, LA",10.17,1.23,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,2
20210302,"Abbeville, LA",10.17,1.23,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,2
20210223,"Abbeville, LA",9.96,1.44,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,2
20210216,"Abbeville, LA",9.96,1.44,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,2
20210209,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,2
20210202,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,2
20210126,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,2
20210119,"Abbeville, LA",10.45,0.95,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,2
20210112,"Abbeville, LA",11.06,0.34,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,2
20210105,"Abbeville, LA",11.06,0.34,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,2
20201229,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,2
20201222,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,2
20201215,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,2
20201208,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,2
20201201,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,2
20201124,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,2
20201117,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,2
20201110,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,2
20201103,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,2
20201027,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,2
20201020,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,2
20201013,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,2
20201006,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,2
20200929,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,2
20200922,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,2
20200915,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,2
20200908,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,2
20200901,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,2
20200825,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,2
20200818,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,2
20200811,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,2
20200804,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,2
20200728,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,2
20200721,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,2
20200714,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,2
20200707,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,2
20200630,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,2
20200623,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,2
20200616,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,2
20200609,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,2
20200602,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,2
20200526,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,2
20200519,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,2
20200512,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,2
20200505,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,2
20200428,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,2
20200421,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,2
20200414,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,2
20200407,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,2
20200331,"Abbeville, LA",1.89,9.51,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,2
20200324,"Abbeville, LA",1.89,9.51,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,2
20200317,"Abbeville, LA",1.89,9.51,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,2
20200310,"Abbeville, LA",1.89,9.51,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,2
20200303,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,2
20200225,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,2
20200218,"Abbeville, LA",4.33,7.07,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,2
20200211,"Abbeville, LA",1.53,9.87,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,2
20200204,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,2
20200128,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,2
20200121,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,"Abbeville, LA",1.02,10.38,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,2
20191015,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,2
20191008,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,2
20191001,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,2
20190924,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,2
20190917,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,2
20190910,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,2
20190903,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,"Abbeville, LA",10.60,0.80,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,"Abbeville, LA",7.09,4.31,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190219,"Abbeville, LA",7.09,4.31,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,2
20190212,"Abbeville, LA",7.09,4.31,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,2
20190205,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,2
20190129,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,2
20181113,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,2
20181023,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,2
20181016,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,2
20181009,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,2
20181002,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,2
20180925,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,2
20180918,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,"Abbeville, LA",0.06,11.34,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,"Abbeville, LA",0.02,11.38,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,"Abbeville, LA",0.05,11.35,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,"Abbeville, LA",0.05,11.35,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,"Abbeville, LA",0.05,11.35,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,"Abbeville, LA",0.14,11.26,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,"Abbeville, LA",0.14,11.26,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,"Abbeville, LA",0.00,11.40,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,"Abbeville, LA",0.05,11.35,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,"Abbeville, LA",0.08,11.31,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,"Abbeville, LA",11.40,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,2
